wam.txt 0 :	0 0 0 
wam.txt 7763 :	0 0 1 
wam.txt 7764 :	0 0 1 
wam.txt 7765 :	0 1 1 
wam.txt 7766 :	0 0 1 
wam.txt 7767 :	0 0 0 
wam.txt 7768 :	0 1 1 
wam.txt 7769 :	1 0 1 
wam.txt 7770 :	0 1 1 
wam.txt 7771 :	1 0 1 
wam.txt 7772 :	1 0 1 
wam.txt 7773 :	0 1 1 
wam.txt 7774 :	0 0 1 
wam.txt 7775 :	0 1 1 
wam.txt 7776 :	0 1 1 
wam.txt 7777 :	1 1 1 
wam.txt 7778 :	1 0 1 
wam.txt 7779 :	0 1 1 
wam.txt 7780 :	0 1 1 
wam.txt 7781 :	0 1 1 
wam.txt 7782 :	0 0 1 
wam.txt 7783 :	0 1 1 
wam.txt 7784 :	0 1 1 
wam.txt 7785 :	0 1 1 
wam.txt 7786 :	0 0 1 
wam.txt 7787 :	0 0 0 
wam.txt 7788 :	0 1 1 
wam.txt 7789 :	0 0 1 
wam.txt 7790 :	0 1 1 
wam.txt 7791 :	1 1 1 
wam.txt 7792 :	0 1 1 
wam.txt 7793 :	0 1 1 
wam.txt 7794 :	1 0 1 
wam.txt 7795 :	0 0 1 
wam.txt 7796 :	0 1 1 
wam.txt 7797 :	1 1 1 
wam.txt 7798 :	0 0 1 
wam.txt 7799 :	0 0 1 
wam.txt 7800 :	0 0 1 
wam.txt 7801 :	0 0 1 
wam.txt 7802 :	1 1 1 
wam.txt 7803 :	0 1 1 
wam.txt 7804 :	0 1 1 
wam.txt 7805 :	0 0 1 
wam.txt 7806 :	0 1 1 
wam.txt 7807 :	1 0 1 
wam.txt 7808 :	0 1 1 
wam.txt 7809 :	0 1 1 
wam.txt 7810 :	0 1 1 
wam.txt 7811 :	0 1 1 
wam.txt 7812 :	0 1 1 
wam.txt 7813 :	0 1 1 
wam.txt 7814 :	0 1 1 
wam.txt 7815 :	0 0 1 
wam.txt 7816 :	0 1 1 
wam.txt 7817 :	0 1 1 
wam.txt 7818 :	0 1 1 
wam.txt 7819 :	0 0 1 
wam.txt 7820 :	0 1 1 
wam.txt 7821 :	0 1 1 
wam.txt 7822 :	0 0 1 
wam.txt 7823 :	0 0 1 
wam.txt 7824 :	0 1 1 
wam.txt 7825 :	0 0 1 
wam.txt 7826 :	0 1 1 
wam.txt 7827 :	0 1 1 
wam.txt 7828 :	1 0 1 
wam.txt 7829 :	0 0 1 
wam.txt 7830 :	0 1 1 
wam.txt 7831 :	0 1 0 
wam.txt 7832 :	0 1 1 
wam.txt 7833 :	0 0 1 
wam.txt 7834 :	0 1 1 
wam.txt 7835 :	0 0 1 
wam.txt 7836 :	0 1 1 
wam.txt 7837 :	0 1 1 
wam.txt 7838 :	0 1 1 
wam.txt 7839 :	0 0 1 
wam.txt 7840 :	0 1 1 
wam.txt 7841 :	0 0 1 
wam.txt 7842 :	0 1 1 
wam.txt 7843 :	0 1 1 
wam.txt 7844 :	0 0 1 
wam.txt 7845 :	0 1 1 
wam.txt 7846 :	0 0 1 
wam.txt 7847 :	0 1 1 
wam.txt 7848 :	0 1 1 
wam.txt 7849 :	0 1 1 
wam.txt 7850 :	0 1 1 
wam.txt 7851 :	0 0 1 
wam.txt 7852 :	0 0 1 
wam.txt 7853 :	0 0 1 
wam.txt 7854 :	0 1 1 
wam.txt 7855 :	0 0 1 
wam.txt 7856 :	0 1 1 
wam.txt 7857 :	1 0 0 
wam.txt 7858 :	0 0 1 
wam.txt 7859 :	0 0 1 
wam.txt 7860 :	0 1 1 
wam.txt 7861 :	0 1 1 
wam.txt 7862 :	1 0 0 
wam.txt 7863 :	0 1 1 
wam.txt 7864 :	0 0 0 
wam.txt 7865 :	0 1 1 
wam.txt 7866 :	0 1 1 
wam.txt 7867 :	0 1 1 
wam.txt 7868 :	1 0 1 
wam.txt 7869 :	0 1 1 
wam.txt 7870 :	0 1 1 
wam.txt 7871 :	1 1 1 
wam.txt 7872 :	0 1 1 
wam.txt 7873 :	0 1 1 
wam.txt 7874 :	0 0 1 
wam.txt 7875 :	0 1 1 
wam.txt 7876 :	0 0 1 
wam.txt 7877 :	0 1 1 
wam.txt 7878 :	0 1 1 
wam.txt 7879 :	0 0 1 
wam.txt 7880 :	0 1 1 
wam.txt 7881 :	0 0 1 
wam.txt 7882 :	1 1 1 
wam.txt 7883 :	0 0 1 
wam.txt 7884 :	0 1 1 
wam.txt 7885 :	1 1 1 
wam.txt 7886 :	0 0 1 
wam.txt 7887 :	0 0 1 
wam.txt 7888 :	0 1 0 
wam.txt 7889 :	0 0 1 
wam.txt 7890 :	0 1 0 
wam.txt 7891 :	0 1 1 
wam.txt 7892 :	0 1 1 
wam.txt 7893 :	0 1 1 
wam.txt 7894 :	0 1 1 
wam.txt 7895 :	0 0 1 
wam.txt 7896 :	0 1 1 
wam.txt 7897 :	0 0 1 
wam.txt 7898 :	0 1 1 
wam.txt 7899 :	0 0 1 
wam.txt 7900 :	0 0 1 
wam.txt 7901 :	0 0 1 
wam.txt 7902 :	0 0 1 
wam.txt 7903 :	1 1 1 
wam.txt 7904 :	0 1 1 
wam.txt 7905 :	0 0 1 
wam.txt 7906 :	0 0 0 
wam.txt 7907 :	0 1 1 
wam.txt 7908 :	0 0 1 
wam.txt 7909 :	0 0 1 
wam.txt 7910 :	0 1 1 
wam.txt 7911 :	0 1 1 
wam.txt 7912 :	0 0 1 
wam.txt 7913 :	1 0 1 
wam.txt 7914 :	0 1 1 
wam.txt 7915 :	1 1 1 
wam.txt 7916 :	0 1 1 
wam.txt 7917 :	0 0 1 
wam.txt 7918 :	0 1 1 
wam.txt 7919 :	0 0 1 
wam.txt 7920 :	0 1 1 
wam.txt 7921 :	0 0 1 
wam.txt 7922 :	0 0 1 
wam.txt 7923 :	0 0 1 
wam.txt 7924 :	0 0 1 
wam.txt 7925 :	0 1 1 
wam.txt 7926 :	0 0 1 
wam.txt 7927 :	0 0 1 
wam.txt 7928 :	0 1 1 
wam.txt 7929 :	0 1 1 
wam.txt 7930 :	1 0 1 
wam.txt 7931 :	1 1 1 
wam.txt 7932 :	0 1 1 
wam.txt 7933 :	0 0 1 
wam.txt 7934 :	0 0 1 
wam.txt 7935 :	0 0 1 
wam.txt 7936 :	0 1 1 
wam.txt 7937 :	0 1 1 
wam.txt 7938 :	0 0 1 
wam.txt 7939 :	0 1 0 
wam.txt 7940 :	0 1 1 
wam.txt 7941 :	0 1 1 
wam.txt 7942 :	0 0 1 
wam.txt 7943 :	0 0 1 
wam.txt 7944 :	0 1 1 
wam.txt 7945 :	0 1 1 
wam.txt 7946 :	0 1 1 
wam.txt 7947 :	0 0 1 
wam.txt 7948 :	0 1 1 
wam.txt 7949 :	0 1 0 
wam.txt 7950 :	0 1 1 
wam.txt 7951 :	0 1 1 
wam.txt 7952 :	0 1 1 
wam.txt 7953 :	0 0 1 
wam.txt 7954 :	0 1 1 
wam.txt 7955 :	0 0 1 
wam.txt 7956 :	1 0 1 
wam.txt 7957 :	1 0 0 
wam.txt 7958 :	1 1 1 
wam.txt 7959 :	1 0 1 
wam.txt 7960 :	0 0 1 
wam.txt 7961 :	0 0 1 
wam.txt 7962 :	0 1 1 
wam.txt 7963 :	0 1 1 
wam.txt 7964 :	0 0 1 
wam.txt 7965 :	0 0 1 
wam.txt 7966 :	0 1 1 
wam.txt 7967 :	0 1 1 
wam.txt 7968 :	0 1 1 
wam.txt 7969 :	0 0 1 
wam.txt 7970 :	0 0 1 
wam.txt 7971 :	0 0 1 
wam.txt 7972 :	0 1 1 
wam.txt 7973 :	1 1 1 
wam.txt 7974 :	1 1 1 
wam.txt 7975 :	0 1 1 
wam.txt 7976 :	0 0 1 
wam.txt 7977 :	0 1 1 
wam.txt 7978 :	0 0 1 
wam.txt 7979 :	0 0 1 
wam.txt 7980 :	0 0 1 
wam.txt 7981 :	0 0 1 
wam.txt 7982 :	0 0 1 
wam.txt 7983 :	1 1 1 
wam.txt 7984 :	0 0 1 
wam.txt 7985 :	0 0 1 
wam.txt 7986 :	0 1 1 
wam.txt 7987 :	0 1 1 
wam.txt 7988 :	0 1 1 
wam.txt 7989 :	0 0 1 
wam.txt 7990 :	1 1 0 
wam.txt 7991 :	0 0 1 
wam.txt 7992 :	0 1 1 
wam.txt 7993 :	0 0 1 
wam.txt 7994 :	0 0 1 
wam.txt 7995 :	0 0 0 
wam.txt 7996 :	0 1 1 
wam.txt 7997 :	1 1 1 
wam.txt 7998 :	0 1 1 
wam.txt 7999 :	0 0 0 
wam.txt 8000 :	0 0 1 
wam.txt 8001 :	0 1 1 
wam.txt 8002 :	0 0 1 
wam.txt 8003 :	0 1 1 
wam.txt 8004 :	0 1 1 
wam.txt 8005 :	0 0 1 
wam.txt 8006 :	0 1 1 
wam.txt 8007 :	0 0 1 
wam.txt 8008 :	0 1 1 
wam.txt 8009 :	1 0 1 
wam.txt 8010 :	0 0 1 
wam.txt 8011 :	0 0 1 
wam.txt 8012 :	0 0 1 
wam.txt 8013 :	0 0 1 
wam.txt 8014 :	0 0 1 
wam.txt 8015 :	0 1 1 
wam.txt 8016 :	0 1 1 
wam.txt 8017 :	0 1 0 
wam.txt 8018 :	0 1 1 
wam.txt 8019 :	0 0 1 
wam.txt 8020 :	0 0 0 
wam.txt 8021 :	0 1 1 
wam.txt 8022 :	0 1 0 
wam.txt 8023 :	0 1 1 
wam.txt 8024 :	0 1 1 
wam.txt 8025 :	0 1 0 
wam.txt 8026 :	0 1 0 
wam.txt 8027 :	0 0 1 
wam.txt 8028 :	0 0 1 
wam.txt 8029 :	0 0 1 
wam.txt 8030 :	0 0 1 
wam.txt 8031 :	0 0 0 
wam.txt 8032 :	0 0 1 
wam.txt 8033 :	0 1 1 
wam.txt 8034 :	0 1 1 
wam.txt 8035 :	0 1 1 
wam.txt 8036 :	0 0 1 
wam.txt 8037 :	0 0 1 
wam.txt 8038 :	0 0 1 
wam.txt 8039 :	0 0 1 
wam.txt 8040 :	0 1 1 
wam.txt 8041 :	0 1 1 
wam.txt 8042 :	0 0 1 
wam.txt 8043 :	0 0 1 
wam.txt 8044 :	0 1 1 
wam.txt 8045 :	1 1 1 
wam.txt 8046 :	0 1 1 
wam.txt 8047 :	0 0 1 
wam.txt 8048 :	0 1 1 
wam.txt 8049 :	0 0 1 
wam.txt 8050 :	1 1 1 
wam.txt 8051 :	0 1 1 
wam.txt 8052 :	0 1 1 
wam.txt 8053 :	0 1 1 
wam.txt 8054 :	1 1 1 
wam.txt 8055 :	0 0 1 
wam.txt 8056 :	1 1 1 
wam.txt 8057 :	0 1 1 
wam.txt 8058 :	1 1 1 
wam.txt 8059 :	0 0 1 
wam.txt 8060 :	1 1 1 
wam.txt 8061 :	0 1 1 
wam.txt 8062 :	0 1 1 
wam.txt 8063 :	0 0 1 
wam.txt 8064 :	0 0 1 
wam.txt 8065 :	0 1 1 
wam.txt 8066 :	0 1 1 
wam.txt 8067 :	0 1 1 
wam.txt 8068 :	0 0 1 
wam.txt 8069 :	1 1 1 
wam.txt 8070 :	0 1 1 
wam.txt 8071 :	1 0 1 
wam.txt 8072 :	0 0 1 
wam.txt 8073 :	1 0 1 
wam.txt 8074 :	0 0 1 
wam.txt 8075 :	1 1 1 
wam.txt 8076 :	0 0 1 
wam.txt 8077 :	0 1 1 
wam.txt 8078 :	0 1 0 
wam.txt 8079 :	0 0 1 
wam.txt 8080 :	0 0 1 
wam.txt 8081 :	1 1 1 
wam.txt 8082 :	0 0 0 
wam.txt 8083 :	1 1 1 
wam.txt 8084 :	0 0 1 
wam.txt 8085 :	0 1 1 
wam.txt 8086 :	0 0 1 
wam.txt 8087 :	0 1 0 
wam.txt 8088 :	0 1 1 
wam.txt 8089 :	0 1 1 
wam.txt 8090 :	0 1 0 
wam.txt 8091 :	0 1 1 
wam.txt 8092 :	0 0 1 
wam.txt 8093 :	0 1 1 
wam.txt 8094 :	0 0 1 
wam.txt 8095 :	1 1 1 
wam.txt 8096 :	0 0 1 
wam.txt 8097 :	0 0 1 
wam.txt 8098 :	0 0 1 
wam.txt 8099 :	0 0 1 
wam.txt 8100 :	0 0 1 
wam.txt 8101 :	0 1 1 
wam.txt 8102 :	0 0 1 
wam.txt 8103 :	0 1 1 
wam.txt 8104 :	0 0 1 
wam.txt 8105 :	0 1 1 
wam.txt 8106 :	0 1 0 
wam.txt 8107 :	0 0 1 
wam.txt 8108 :	1 0 0 
wam.txt 8109 :	1 1 1 
wam.txt 8110 :	0 0 1 
wam.txt 8111 :	0 1 1 
wam.txt 8112 :	0 1 1 
wam.txt 8113 :	0 1 1 
wam.txt 8114 :	0 1 1 
wam.txt 8115 :	0 0 1 
wam.txt 8116 :	0 0 1 
wam.txt 8117 :	0 1 1 
wam.txt 8118 :	0 1 1 
wam.txt 8119 :	1 1 1 
wam.txt 8120 :	0 0 1 
wam.txt 8121 :	0 0 1 
wam.txt 8122 :	0 0 1 
wam.txt 8123 :	0 0 1 
wam.txt 8124 :	0 1 1 
wam.txt 8125 :	0 0 1 
wam.txt 8126 :	0 1 1 
wam.txt 8127 :	0 0 1 
wam.txt 8128 :	0 0 1 
wam.txt 8129 :	0 0 1 
wam.txt 8130 :	0 1 1 
wam.txt 8131 :	0 1 1 
wam.txt 8132 :	1 0 1 
wam.txt 8133 :	0 1 0 
wam.txt 8134 :	0 1 1 
wam.txt 8135 :	0 0 1 
wam.txt 8136 :	1 0 1 
wam.txt 8137 :	0 0 1 
wam.txt 8138 :	0 0 1 
wam.txt 8139 :	0 0 1 
wam.txt 8140 :	0 0 1 
wam.txt 8141 :	0 0 1 
wam.txt 8142 :	0 1 1 
wam.txt 8143 :	0 0 1 
wam.txt 8144 :	0 1 1 
wam.txt 8145 :	0 1 0 
wam.txt 8146 :	0 0 1 
wam.txt 8147 :	0 0 1 
wam.txt 8148 :	0 1 1 
wam.txt 8149 :	0 0 0 
wam.txt 8150 :	0 0 1 
wam.txt 8151 :	0 1 1 
wam.txt 8152 :	1 1 1 
wam.txt 8153 :	0 1 1 
wam.txt 8154 :	0 0 1 
wam.txt 8155 :	0 0 1 
wam.txt 8156 :	1 0 1 
wam.txt 8157 :	0 1 1 
wam.txt 8158 :	0 1 1 
wam.txt 8159 :	0 1 0 
wam.txt 8160 :	0 1 1 
wam.txt 8161 :	1 1 0 
wam.txt 8162 :	0 0 1 
wam.txt 8163 :	0 0 1 
wam.txt 8164 :	0 1 0 
wam.txt 8165 :	0 1 1 
wam.txt 8166 :	0 0 1 
wam.txt 8167 :	0 0 1 
wam.txt 8168 :	0 1 1 
wam.txt 8169 :	0 0 0 
wam.txt 8170 :	0 0 1 
wam.txt 8171 :	0 1 1 
wam.txt 8172 :	0 1 1 
wam.txt 8173 :	0 0 0 
wam.txt 8174 :	0 0 1 
wam.txt 8175 :	0 1 1 
wam.txt 8176 :	0 0 1 
wam.txt 8177 :	0 1 1 
wam.txt 8178 :	0 1 1 
wam.txt 8179 :	0 1 0 
wam.txt 8180 :	0 0 0 
wam.txt 8181 :	0 0 1 
wam.txt 8182 :	0 1 1 
wam.txt 8183 :	0 1 1 
wam.txt 8184 :	0 0 1 
wam.txt 8185 :	0 1 1 
wam.txt 8186 :	1 0 1 
wam.txt 8187 :	0 1 1 
wam.txt 8188 :	0 1 0 
wam.txt 8189 :	0 0 1 
wam.txt 8190 :	0 1 0 
wam.txt 8191 :	0 1 1 
wam.txt 8192 :	0 0 1 
wam.txt 8193 :	0 1 1 
wam.txt 8194 :	1 1 1 
wam.txt 8195 :	0 1 1 
wam.txt 8196 :	0 0 1 
wam.txt 8197 :	0 0 0 
wam.txt 8198 :	0 1 1 
wam.txt 8199 :	0 1 1 
wam.txt 8200 :	1 0 1 
wam.txt 8201 :	0 0 1 
wam.txt 8202 :	0 0 1 
wam.txt 8203 :	0 0 1 
wam.txt 8204 :	0 1 1 
wam.txt 8205 :	0 0 1 
wam.txt 8206 :	0 0 1 
wam.txt 8207 :	0 1 1 
wam.txt 8208 :	0 1 1 
wam.txt 8209 :	0 1 1 
wam.txt 8210 :	0 0 1 
wam.txt 8211 :	0 0 1 
wam.txt 8212 :	0 0 1 
wam.txt 8213 :	0 0 1 
wam.txt 8214 :	0 1 1 
wam.txt 8215 :	0 1 1 
wam.txt 8216 :	0 0 1 
wam.txt 8217 :	0 1 1 
wam.txt 8218 :	0 0 1 
wam.txt 8219 :	0 0 1 
wam.txt 8220 :	0 1 1 
wam.txt 8221 :	1 0 1 
wam.txt 8222 :	0 0 1 
wam.txt 8223 :	0 0 1 
wam.txt 8224 :	0 0 1 
wam.txt 8225 :	0 0 1 
wam.txt 8226 :	0 0 1 
wam.txt 8227 :	0 0 1 
wam.txt 8228 :	0 1 1 
wam.txt 8229 :	0 0 1 
wam.txt 8230 :	0 1 1 
wam.txt 8231 :	0 1 0 
wam.txt 8232 :	1 0 1 
wam.txt 8233 :	0 1 1 
wam.txt 8234 :	0 0 1 
wam.txt 8235 :	0 1 1 
wam.txt 8236 :	0 1 1 
wam.txt 8237 :	0 1 1 
wam.txt 8238 :	0 0 1 
wam.txt 8239 :	1 0 1 
wam.txt 8240 :	1 1 1 
wam.txt 8241 :	0 0 1 
wam.txt 8242 :	0 1 1 
wam.txt 8243 :	0 0 1 
wam.txt 8244 :	0 0 1 
wam.txt 8245 :	0 1 0 
wam.txt 8246 :	0 0 1 
wam.txt 8247 :	0 0 1 
wam.txt 8248 :	0 0 0 
wam.txt 8249 :	0 1 1 
wam.txt 8250 :	0 1 1 
wam.txt 8251 :	0 0 1 
wam.txt 8252 :	0 1 1 
wam.txt 8253 :	0 1 1 
wam.txt 8254 :	0 1 1 
wam.txt 8255 :	0 1 1 
wam.txt 8256 :	0 0 1 
wam.txt 8257 :	0 0 1 
wam.txt 8258 :	0 1 1 
wam.txt 8259 :	0 1 1 
wam.txt 8260 :	1 0 1 
wam.txt 8261 :	0 1 1 
wam.txt 8262 :	0 0 0 
wam.txt 8263 :	0 1 1 
wam.txt 8264 :	0 0 1 
wam.txt 8265 :	0 0 1 
wam.txt 8266 :	0 0 1 
wam.txt 8267 :	1 0 1 
wam.txt 8268 :	0 0 1 
wam.txt 8269 :	0 0 1 
wam.txt 8270 :	0 1 1 
wam.txt 8271 :	0 1 1 
wam.txt 8272 :	0 1 1 
wam.txt 8273 :	0 0 1 
wam.txt 8274 :	0 1 1 
wam.txt 8275 :	0 1 1 
wam.txt 8276 :	0 0 1 
wam.txt 8277 :	0 0 1 
wam.txt 8278 :	0 1 1 
wam.txt 8279 :	0 0 1 
wam.txt 8280 :	0 1 1 
wam.txt 8281 :	0 0 1 
wam.txt 8282 :	0 0 1 
wam.txt 8283 :	1 0 1 
wam.txt 8284 :	0 1 1 
wam.txt 8285 :	0 0 1 
wam.txt 8286 :	0 0 1 
wam.txt 8287 :	0 0 1 
wam.txt 8288 :	0 1 1 
wam.txt 8289 :	0 1 1 
wam.txt 8290 :	0 1 1 
wam.txt 8291 :	0 0 1 
wam.txt 8292 :	1 0 1 
wam.txt 8293 :	0 0 1 
wam.txt 8294 :	0 0 1 
wam.txt 8295 :	1 1 1 
wam.txt 8296 :	0 0 0 
wam.txt 8297 :	0 0 1 
wam.txt 8298 :	0 0 1 
wam.txt 8299 :	1 1 1 
wam.txt 8300 :	0 0 1 
wam.txt 8301 :	0 1 1 
wam.txt 8302 :	0 0 1 
wam.txt 8303 :	0 0 1 
wam.txt 8304 :	0 0 1 
wam.txt 8305 :	0 0 1 
wam.txt 8306 :	0 0 1 
wam.txt 8307 :	0 0 1 
wam.txt 8308 :	0 0 0 
wam.txt 8309 :	1 0 1 
wam.txt 8310 :	0 1 1 
wam.txt 8311 :	1 0 1 
wam.txt 8312 :	0 1 1 
wam.txt 8313 :	0 1 1 
wam.txt 8314 :	0 1 1 
wam.txt 8315 :	0 0 0 
wam.txt 8316 :	0 1 1 
wam.txt 8317 :	0 1 1 
wam.txt 8318 :	0 1 1 
wam.txt 8319 :	0 0 1 
wam.txt 8320 :	0 0 1 
wam.txt 8321 :	0 0 1 
wam.txt 8322 :	0 0 1 
wam.txt 8323 :	0 0 1 
wam.txt 8324 :	0 1 1 
wam.txt 8325 :	1 1 1 
wam.txt 8326 :	0 0 1 
wam.txt 8327 :	0 0 1 
wam.txt 8328 :	0 0 1 
wam.txt 8329 :	0 1 1 
wam.txt 8330 :	0 0 1 
wam.txt 8331 :	0 1 1 
wam.txt 8332 :	0 1 1 
wam.txt 8333 :	0 1 1 
wam.txt 8334 :	1 1 0 
wam.txt 8335 :	0 0 1 
wam.txt 8336 :	0 0 1 
wam.txt 8337 :	0 1 1 
wam.txt 8338 :	0 0 1 
wam.txt 8339 :	1 1 1 
wam.txt 8340 :	0 1 1 
wam.txt 8341 :	0 1 1 
wam.txt 8342 :	0 1 1 
wam.txt 8343 :	0 0 1 
wam.txt 8344 :	1 1 1 
wam.txt 8345 :	0 0 1 
wam.txt 8346 :	0 1 1 
wam.txt 8347 :	0 1 1 
wam.txt 8348 :	0 0 1 
wam.txt 8349 :	0 1 1 
wam.txt 8350 :	0 0 1 
wam.txt 8351 :	0 1 1 
wam.txt 8352 :	0 0 1 
wam.txt 8353 :	0 0 1 
wam.txt 8354 :	1 0 1 
wam.txt 8355 :	0 0 1 
wam.txt 8356 :	1 1 1 
wam.txt 8357 :	0 0 1 
wam.txt 8358 :	0 0 1 
wam.txt 8359 :	0 0 0 
wam.txt 8360 :	0 0 0 
wam.txt 8361 :	1 0 1 
wam.txt 8362 :	0 0 0 
wam.txt 8363 :	0 1 1 
wam.txt 8364 :	0 1 1 
wam.txt 8365 :	0 1 1 
wam.txt 8366 :	0 1 1 
wam.txt 8367 :	0 0 1 
wam.txt 8368 :	0 0 1 
wam.txt 8369 :	0 1 1 
wam.txt 8370 :	0 1 1 
wam.txt 8371 :	0 0 1 
wam.txt 8372 :	0 0 1 
wam.txt 8373 :	0 0 1 
wam.txt 8374 :	0 0 1 
wam.txt 8375 :	0 0 1 
wam.txt 8376 :	0 1 1 
wam.txt 8377 :	0 0 1 
wam.txt 8378 :	0 1 0 
wam.txt 8379 :	0 0 1 
wam.txt 8380 :	0 1 1 
wam.txt 8381 :	1 0 1 
wam.txt 8382 :	0 1 1 
wam.txt 8383 :	0 1 1 
wam.txt 8384 :	1 1 1 
wam.txt 8385 :	0 1 1 
wam.txt 8386 :	0 0 1 
wam.txt 8387 :	0 0 1 
wam.txt 8388 :	0 1 1 
wam.txt 8389 :	0 1 1 
wam.txt 8390 :	1 1 1 
wam.txt 8391 :	0 0 1 
wam.txt 8392 :	0 1 0 
wam.txt 8393 :	0 0 1 
wam.txt 8394 :	0 0 1 
wam.txt 8395 :	0 1 1 
wam.txt 8396 :	0 0 1 
wam.txt 8397 :	0 1 1 
wam.txt 8398 :	0 0 1 
wam.txt 8399 :	0 1 1 
wam.txt 8400 :	1 0 1 
wam.txt 8401 :	1 0 1 
wam.txt 8402 :	0 1 1 
wam.txt 8403 :	0 0 1 
wam.txt 8404 :	0 0 1 
wam.txt 8405 :	1 1 1 
wam.txt 8406 :	0 1 1 
wam.txt 8407 :	0 0 1 
wam.txt 8408 :	0 0 1 
wam.txt 8409 :	0 1 1 
wam.txt 8410 :	1 1 1 
wam.txt 8411 :	0 1 1 
wam.txt 8412 :	0 1 1 
wam.txt 8413 :	0 0 1 
wam.txt 8414 :	0 1 1 
wam.txt 8415 :	0 0 1 
wam.txt 8416 :	1 1 1 
wam.txt 8417 :	0 0 1 
wam.txt 8418 :	0 0 0 
wam.txt 8419 :	0 1 1 
wam.txt 8420 :	1 0 1 
wam.txt 8421 :	0 0 1 
wam.txt 8422 :	0 0 1 
wam.txt 8423 :	0 0 1 
wam.txt 8424 :	0 0 1 
wam.txt 8425 :	0 0 1 
wam.txt 8426 :	0 1 1 
wam.txt 8427 :	0 0 1 
wam.txt 8428 :	0 0 1 
wam.txt 8429 :	1 0 1 
wam.txt 8430 :	0 1 0 
wam.txt 8431 :	0 0 1 
wam.txt 8432 :	0 0 1 
wam.txt 8433 :	0 1 1 
wam.txt 8434 :	0 0 0 
wam.txt 8435 :	0 0 1 
wam.txt 8436 :	0 0 1 
wam.txt 8437 :	0 1 1 
wam.txt 8438 :	0 0 1 
wam.txt 8439 :	0 0 1 
wam.txt 8440 :	0 1 1 
wam.txt 8441 :	0 0 1 
wam.txt 8442 :	0 1 1 
wam.txt 8443 :	0 0 1 
wam.txt 8444 :	0 1 0 
wam.txt 8445 :	0 1 1 
wam.txt 8446 :	0 0 1 
wam.txt 8447 :	0 1 1 
wam.txt 8448 :	0 0 1 
wam.txt 8449 :	0 1 1 
wam.txt 8450 :	0 0 1 
wam.txt 8451 :	0 1 1 
wam.txt 8452 :	0 0 1 
wam.txt 8453 :	0 1 1 
wam.txt 8454 :	0 1 1 
wam.txt 8455 :	0 1 1 
wam.txt 8456 :	0 1 1 
wam.txt 8457 :	0 1 1 
wam.txt 8458 :	0 1 1 
wam.txt 8459 :	0 0 1 
wam.txt 8460 :	0 0 1 
wam.txt 8461 :	1 1 1 
wam.txt 8462 :	0 1 1 
wam.txt 8463 :	0 0 1 
wam.txt 8464 :	0 1 1 
wam.txt 8465 :	0 0 0 
wam.txt 8466 :	0 1 1 
wam.txt 8467 :	0 0 0 
wam.txt 8468 :	0 0 1 
wam.txt 8469 :	0 1 1 
wam.txt 8470 :	1 1 1 
wam.txt 8471 :	0 0 1 
wam.txt 8472 :	1 1 1 
wam.txt 8473 :	0 0 1 
wam.txt 8474 :	0 1 1 
wam.txt 8475 :	0 0 1 
wam.txt 8476 :	0 0 1 
wam.txt 8477 :	0 1 1 
wam.txt 8478 :	0 1 1 
wam.txt 8479 :	1 1 1 
wam.txt 8480 :	0 0 1 
wam.txt 8481 :	0 0 0 
wam.txt 8482 :	0 1 0 
wam.txt 8483 :	0 0 1 
wam.txt 8484 :	0 0 1 
wam.txt 8485 :	0 1 1 
wam.txt 8486 :	0 1 0 
wam.txt 8487 :	0 1 1 
wam.txt 8488 :	0 1 1 
wam.txt 8489 :	0 0 1 
wam.txt 8490 :	0 1 1 
wam.txt 8491 :	0 0 1 
wam.txt 8492 :	0 1 1 
wam.txt 8493 :	0 0 1 
wam.txt 8494 :	0 0 1 
wam.txt 8495 :	0 0 1 
wam.txt 8496 :	0 0 1 
wam.txt 8497 :	0 1 1 
wam.txt 8498 :	0 1 1 
wam.txt 8499 :	0 0 1 
wam.txt 8500 :	0 0 1 
wam.txt 8501 :	0 0 1 
wam.txt 8502 :	0 1 0 
wam.txt 8503 :	0 1 1 
wam.txt 8504 :	0 1 1 
wam.txt 8505 :	0 0 1 
wam.txt 8506 :	0 1 1 
wam.txt 8507 :	0 1 1 
wam.txt 8508 :	0 0 1 
wam.txt 8509 :	0 1 1 
wam.txt 8510 :	0 0 1 
wam.txt 8511 :	0 1 1 
wam.txt 8512 :	0 0 1 
wam.txt 8513 :	0 0 0 
wam.txt 8514 :	0 0 1 
wam.txt 8515 :	0 0 1 
wam.txt 8516 :	0 0 1 
wam.txt 8517 :	0 0 1 
wam.txt 8518 :	0 1 1 
wam.txt 8519 :	0 1 0 
wam.txt 8520 :	1 0 1 
wam.txt 8521 :	0 0 1 
wam.txt 8522 :	0 1 1 
wam.txt 8523 :	0 1 1 
wam.txt 8524 :	0 1 1 
wam.txt 8525 :	1 0 1 
wam.txt 8526 :	1 0 1 
wam.txt 8527 :	0 0 1 
wam.txt 8528 :	1 0 1 
wam.txt 8529 :	0 1 1 
wam.txt 8530 :	1 1 1 
wam.txt 8531 :	0 0 1 
wam.txt 8532 :	0 0 1 
wam.txt 8533 :	0 0 1 
wam.txt 8534 :	0 0 1 
wam.txt 8535 :	1 1 1 
wam.txt 8536 :	0 1 1 
wam.txt 8537 :	0 0 1 
wam.txt 8538 :	0 1 1 
